Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
1, AbieAmab, 0, 0, 0, 217, 
1, AbieGran, 0, 0, 0, 6986, 
1, AbieMagn, 0, 0, 0, 7500, 
1, AcerMacr, 0, 0, 0, 28081, 
1, AlnuRhom, 0, 0, 0, 952, 
1, AlnuRubr, 0, 0, 0, 4530, 
1, ArbuMenz, 0, 0, 0, 55287, 
1, CaloDecu, 0, 0, 0, 33205, 
1, ChamNoot, 0, 0, 0, 7, 
1, ChryChry, 0, 0, 0, 13175, 
1, FX_R_SEED, 0, 0, 0, 170675, 
1, LithDens, 0, 0, 0, 23223, 
1, NOFX_R_SEED, 0, 0, 0, 175062, 
1, NOFX_NOR_SEED, 0, 0, 0, 170968, 
1, PiceBrew, 0, 0, 0, 1184, 
1, PiceSitc, 0, 0, 0, 129, 
1, PinuAlbi, 0, 0, 0, 463, 
1, PinuAtte, 0, 0, 0, 3061, 
1, PinuCont, 0, 0, 0, 18617, 
1, PinuJeff, 0, 0, 0, 14624, 
1, PinuLamb, 0, 0, 0, 62794, 
1, PinuMont, 0, 0, 0, 13677, 
1, PinuPond, 0, 0, 0, 50264, 
1, PseuMenz, 0, 0, 0, 87165, 
1, QuerChry, 0, 0, 0, 65745, 
1, QuerDoug, 0, 0, 0, 3657, 
1, QuerKell, 0, 0, 0, 47819, 
1, QuerGarr, 0, 0, 0, 10930, 
1, SequSemp, 0, 0, 0, 477, 
1, TaxuBrev, 0, 0, 0, 757, 
1, TsugMert, 0, 0, 0, 0, 
2, AbieAmab, 0, 0, 0, 273, 
2, AbieGran, 0, 0, 0, 8983, 
2, AbieMagn, 0, 0, 0, 7163, 
2, AcerMacr, 0, 0, 0, 36673, 
2, AlnuRhom, 0, 0, 0, 981, 
2, AlnuRubr, 0, 0, 0, 5407, 
2, ArbuMenz, 0, 0, 0, 68366, 
2, CaloDecu, 0, 0, 0, 41819, 
2, ChamNoot, 0, 0, 0, 8, 
2, ChryChry, 0, 0, 0, 16132, 
2, FX_R_SEED, 0, 0, 0, 159826, 
2, LithDens, 0, 0, 0, 35976, 
2, NOFX_R_SEED, 0, 0, 0, 163800, 
2, NOFX_NOR_SEED, 0, 0, 0, 163938, 
2, PiceBrew, 0, 0, 0, 1605, 
2, PiceSitc, 0, 0, 0, 112, 
2, PinuAlbi, 0, 0, 0, 325, 
2, PinuAtte, 0, 0, 0, 3785, 
2, PinuCont, 0, 0, 0, 17429, 
2, PinuJeff, 0, 0, 0, 16127, 
2, PinuLamb, 0, 0, 0, 71698, 
2, PinuMont, 0, 0, 0, 13123, 
2, PinuPond, 0, 0, 0, 53622, 
2, PseuMenz, 0, 0, 0, 101533, 
2, QuerChry, 0, 0, 0, 76990, 
2, QuerDoug, 0, 0, 0, 3695, 
2, QuerKell, 0, 0, 0, 57469, 
2, QuerGarr, 0, 0, 0, 14071, 
2, SequSemp, 0, 0, 0, 1214, 
2, TaxuBrev, 0, 0, 0, 1292, 
2, TsugMert, 0, 0, 0, 0, 
3, AbieAmab, 0, 0, 0, 239, 
3, AbieGran, 0, 0, 0, 7110, 
3, AbieMagn, 0, 0, 0, 7088, 
3, AcerMacr, 0, 0, 0, 25267, 
3, AlnuRhom, 0, 0, 0, 677, 
3, AlnuRubr, 0, 0, 0, 2978, 
3, ArbuMenz, 0, 0, 0, 49868, 
3, CaloDecu, 0, 0, 0, 30447, 
3, ChamNoot, 0, 0, 0, 13, 
3, ChryChry, 0, 0, 0, 12729, 
3, FX_R_SEED, 0, 0, 0, 143739, 
3, LithDens, 0, 0, 0, 25967, 
3, NOFX_R_SEED, 0, 0, 0, 148014, 
3, NOFX_NOR_SEED, 0, 0, 0, 154745, 
3, PiceBrew, 0, 0, 0, 1315, 
3, PiceSitc, 0, 0, 0, 38, 
3, PinuAlbi, 0, 0, 0, 453, 
3, PinuAtte, 0, 0, 0, 2122, 
3, PinuCont, 0, 0, 0, 12720, 
3, PinuJeff, 0, 0, 0, 12242, 
3, PinuLamb, 0, 0, 0, 52513, 
3, PinuMont, 0, 0, 0, 11814, 
3, PinuPond, 0, 0, 0, 37458, 
3, PseuMenz, 0, 0, 0, 73662, 
3, QuerChry, 0, 0, 0, 60059, 
3, QuerDoug, 0, 0, 0, 3036, 
3, QuerKell, 0, 0, 0, 39125, 
3, QuerGarr, 0, 0, 0, 9020, 
3, SequSemp, 0, 0, 0, 708, 
3, TaxuBrev, 0, 0, 0, 676, 
3, TsugMert, 0, 0, 0, 0, 
4, AbieAmab, 0, 0, 0, 339, 
4, AbieGran, 0, 0, 0, 11723, 
4, AbieMagn, 0, 0, 0, 10326, 
4, AcerMacr, 0, 0, 0, 49224, 
4, AlnuRhom, 0, 0, 0, 1366, 
4, AlnuRubr, 0, 0, 0, 10052, 
4, ArbuMenz, 0, 0, 0, 85912, 
4, CaloDecu, 0, 0, 0, 59689, 
4, ChamNoot, 0, 0, 0, 17, 
4, ChryChry, 0, 0, 0, 26956, 
4, FX_R_SEED, 0, 0, 0, 148902, 
4, LithDens, 0, 0, 0, 38626, 
4, NOFX_R_SEED, 0, 0, 0, 153158, 
4, NOFX_NOR_SEED, 0, 0, 0, 167218, 
4, PiceBrew, 0, 0, 0, 2932, 
4, PiceSitc, 0, 0, 0, 205, 
4, PinuAlbi, 0, 0, 0, 612, 
4, PinuAtte, 0, 0, 0, 4164, 
4, PinuCont, 0, 0, 0, 19521, 
4, PinuJeff, 0, 0, 0, 18748, 
4, PinuLamb, 0, 0, 0, 95453, 
4, PinuMont, 0, 0, 0, 17798, 
4, PinuPond, 0, 0, 0, 65550, 
4, PseuMenz, 0, 0, 0, 133716, 
4, QuerChry, 0, 0, 0, 93816, 
4, QuerDoug, 0, 0, 0, 5290, 
4, QuerKell, 0, 0, 0, 76518, 
4, QuerGarr, 0, 0, 0, 17161, 
4, SequSemp, 0, 0, 0, 2869, 
4, TaxuBrev, 0, 0, 0, 2612, 
4, TsugMert, 0, 0, 0, 0, 
5, AbieAmab, 0, 0, 0, 363, 
5, AbieGran, 0, 0, 0, 11444, 
5, AbieMagn, 0, 0, 0, 11089, 
5, AcerMacr, 0, 0, 0, 41577, 
5, AlnuRhom, 0, 0, 0, 955, 
5, AlnuRubr, 0, 0, 0, 4883, 
5, ArbuMenz, 0, 0, 0, 78280, 
