Time,EcoName,NumActiveSites,AboveGroundBiomass_AbieAmab,AboveGroundBiomass_AbieGran,AboveGroundBiomass_AbieMagn,AboveGroundBiomass_AcerMacr,AboveGroundBiomass_AlnuRhom,AboveGroundBiomass_AlnuRubr,AboveGroundBiomass_ArbuMenz,AboveGroundBiomass_CaloDecu,AboveGroundBiomass_ChamNoot,AboveGroundBiomass_ChryChry,AboveGroundBiomass_FX_R_SEED,AboveGroundBiomass_LithDens,AboveGroundBiomass_NOFX_R_SEED,AboveGroundBiomass_NOFX_NOR_SEED,AboveGroundBiomass_PiceBrew,AboveGroundBiomass_PiceSitc,AboveGroundBiomass_PinuAlbi,AboveGroundBiomass_PinuAtte,AboveGroundBiomass_PinuCont,AboveGroundBiomass_PinuJeff,AboveGroundBiomass_PinuLamb,AboveGroundBiomass_PinuMont,AboveGroundBiomass_PinuPond,AboveGroundBiomass_PseuMenz,AboveGroundBiomass_QuerChry,AboveGroundBiomass_QuerDoug,AboveGroundBiomass_QuerKell,AboveGroundBiomass_QuerGarr,AboveGroundBiomass_SequSemp,AboveGroundBiomass_TaxuBrev,AboveGroundBiomass_TsugMert,
0, none, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, eco9, 132, 0, 0, 0, 1.60606060606061, 46.6969696969697, 0, 24.8484848484848, 28.0909090909091, 0, 0, 9.24242424242424, 0, 9.16666666666667, 8.78787878787879, 0, 0, 0, 4.13636363636364, 0, 0, 0, 0, 126.863636363636, 113.363636363636, 421.5, 2860.12121212121, 210.060606060606, 241.545454545455, 0, 0, 0, 
0, eco10, 4543, 0, 0, 0, 8.78846577151662, 9.49548756328417, 0, 47.6491305304865, 30.5269645608629, 0, 0, 7.68214836011446, 10.2601804974686, 7.88685890380806, 7.409200968523, 0, 0, 0, 0, 0, 0.313009024873432, 15.4805194805195, 0, 217.458067356372, 329.764913053049, 346.917015188202, 2629.19172353071, 111.222980409421, 20.3178516398855, 12.1778560422628, 0, 0, 
0, eco11, 2029, 0, 0.274026614095614, 0, 5.2400197141449, 0, 0, 18.6781665845244, 3.79201577131592, 0, 0, 4.69196648595367, 7.1256776737309, 4.65253819615574, 4.64268112370626, 0, 0, 0, 0, 0, 0, 0, 0, 5.30409068506654, 86.4031542631838, 79.8048299655002, 2241.88861508132, 27.3376047313948, 18.7954657466732, 20.2257269590931, 0, 0, 
0, eco18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, eco21, 872, 0, 3.18807339449541, 0, 668.525229357798, 114.529816513761, 0, 571.814220183486, 765.711009174312, 0, 0, 11.1582568807339, 11.7775229357798, 13.9793577981651, 8.78440366972477, 0, 0, 0, 16.9610091743119, 0, 18.5229357798165, 76.6284403669725, 0, 4881.79587155963, 7330.26146788991, 2282.74082568807, 247.261467889908, 2549.84862385321, 279.360091743119, 0, 0, 0, 
0, eco22, 3296, 0, 0.506067961165049, 0, 347.029126213592, 6.79126213592233, 0, 378.935072815534, 552.841019417476, 0, 0, 12.8458737864078, 25.4605582524272, 17.2633495145631, 9.46601941747573, 0, 0, 0, 3.55582524271845, 6.4623786407767, 14.8027912621359, 291.331310679612, 0.0169902912621359, 3155.59708737864, 7936.56553398058, 5211.24211165049, 157.362257281553, 2394.14259708738, 139.14927184466, 0, 3.94174757281553, 0, 
0, eco23, 5071, 0, 0, 0, 161.671070794715, 27.7740090711891, 0, 319.85210017748, 269.07513310984, 0, 0, 11.0412147505423, 27.24354170775, 14.2654308814829, 8.92328929205285, 0, 0, 0, 0.341155590613291, 9.44902386117137, 1.51567738118714, 168.796292644449, 0.0552159337408795, 1802.91303490436, 4072.63419443897, 4980.66180240584, 518.719779136265, 1616.27095247486, 170.615657661211, 3.72155393413528, 0.471701833957799, 0, 
0, eco24, 6400, 0, 0.52125, 0, 244.1484375, 17.2515625, 0, 342.0753125, 291.43375, 0, 11.0840625, 11.6609375, 43.803125, 14.3890625, 9.3328125, 0, 0, 0, 1.54875, 18.4696875, 2.24625, 192.7946875, 0.07, 2446.1978125, 4718.4159375, 3869.1675, 657.5759375, 1529.2090625, 80.059375, 0, 3.924375, 0, 
0, eco25, 5568, 0, 0.235991379310345, 0, 69.3301005747126, 34.0096982758621, 0.0826149425287356, 136.41882183908, 177.102370689655, 0, 0, 7.82866379310345, 13.9586925287356, 7.51257183908046, 6.78340517241379, 0, 0, 0, 0.880387931034483, 5.86566091954023, 7.40050287356322, 93.5750718390805, 0, 740.07650862069, 1499.83836206897, 3099.3904454023, 1253.81824712644, 902.95941091954, 114.403017241379, 0.399066091954023, 1.28879310344828, 0, 
