Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 6094.5, 20365, 0, 3, 569.3, 
1, -131.1, 6170.1, 20880.9, 341.9, 3.71, 649.8, 
2, -341.1, 6022.1, 21584.4, 434.9, 4.76, 694.1, 
3, -381, 5872.8, 22275.5, 447.2, 5.93, 727.8, 
4, -339.3, 5752.9, 22859.3, 412.3, 7.1, 752.3, 
