Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
1979, eco65, 33, 171.06, 10.46, 125, 282, 0, 
1980, eco65, 33, 137.39, 10.39, 0, 283, 0, 
1981, eco65, 33, 208.68, 11.12, 122, 265, 0, 
1982, eco65, 33, 182.77, 9.47, 131, 269, 0, 
1983, eco65, 33, 297.11, 10.09, 128, 277, 0, 
1984, eco65, 33, 116.65, 10.09, 126, 261, 0, 
1985, eco65, 33, 81.65, 10.12, 130, 263, 0, 
1986, eco65, 33, 166.65, 10.98, 127, 246, 0, 
1987, eco65, 33, 131.67, 11.13, 116, 291, 0, 
1988, eco65, 33, 116.62, 11, 0, 291, 0, 
1979, eco66, 34, 164.13, 11.44, 111, 291, 0, 
1980, eco66, 34, 138.04, 11.55, 106, 291, 0, 
1981, eco66, 34, 202.27, 12.16, 96, 277, 0, 
1982, eco66, 34, 178.67, 10.49, 116, 291, 0, 
1983, eco66, 34, 292.32, 11.08, 115, 291, 0, 
1984, eco66, 34, 113.49, 11.17, 112, 274, 0, 
1985, eco66, 34, 79, 11.25, 99, 278, 0, 
1986, eco66, 34, 165.16, 12.15, 111, 291, 0, 
1987, eco66, 34, 133.4, 12.12, 98, 294, 0, 
1988, eco66, 34, 114.35, 12.09, 100, 291, 0, 
1979, eco67, 35, 184.56, 11.83, 115, 291, 0, 
1980, eco67, 35, 162.33, 11.96, 112, 291, 0, 
1981, eco67, 35, 235.5, 12.59, 103, 273, 0, 
1982, eco67, 35, 213.18, 10.84, 118, 281, 0, 
1983, eco67, 35, 347.94, 11.43, 117, 291, 0, 
1984, eco67, 35, 141.12, 11.61, 114, 268, 0, 
1985, eco67, 35, 94.3, 11.73, 101, 285, 0, 
1986, eco67, 35, 196.08, 12.49, 114, 291, 0, 
1987, eco67, 35, 157.9, 12.52, 103, 292, 0, 
1988, eco67, 35, 132.72, 12.43, 104, 291, 0, 
1979, eco68, 36, 198.28, 12.11, 112, 291, 0, 
1980, eco68, 36, 169.73, 12.25, 107, 291, 0, 
1981, eco68, 36, 257.82, 12.86, 98, 278, 0, 
1982, eco68, 36, 242.76, 11.1, 117, 289, 0, 
1983, eco68, 36, 382.52, 11.71, 115, 291, 0, 
1984, eco68, 36, 163.34, 11.9, 112, 272, 0, 
1985, eco68, 36, 93.79, 11.99, 100, 289, 0, 
1986, eco68, 36, 219.08, 12.79, 111, 291, 0, 
1987, eco68, 36, 185.78, 12.82, 100, 293, 0, 
1988, eco68, 36, 145.2, 12.75, 101, 291, 0, 
1979, eco69, 37, 157.71, 12.35, 48, 294, 0, 
1980, eco69, 37, 137.37, 12.53, 0, 299, 0, 
1981, eco69, 37, 206.36, 13.02, 0, 283, 0, 
1982, eco69, 37, 195.05, 11.25, 77, 292, 0, 
1983, eco69, 37, 302.53, 11.89, 0, 305, 0, 
1984, eco69, 37, 127.38, 12.19, 51, 282, 0, 
1985, eco69, 37, 74.26, 12.16, 80, 291, 0, 
1986, eco69, 37, 181.36, 13.1, 21, 300, 0, 
1987, eco69, 37, 153.85, 12.98, 52, 302, 0, 
1988, eco69, 37, 120.72, 13.04, 75, 304, 0, 
1979, eco70, 38, 123.32, 11.1, 0, 365, 0, 
1980, eco70, 38, 100.97, 11.09, 0, 365, 0, 
1981, eco70, 38, 145.42, 11.86, 0, 365, 0, 
1982, eco70, 38, 156.39, 11.15, 0, 365, 0, 
1983, eco70, 38, 211.56, 12.51, 0, 365, 0, 
1984, eco70, 38, 128.51, 11.31, 0, 365, 0, 
1985, eco70, 38, 74.94, 10.65, 0, 311, 0, 
1986, eco70, 38, 125.63, 11.97, 0, 365, 0, 
1987, eco70, 38, 111.08, 11.66, 0, 365, 0, 
1988, eco70, 38, 103.45, 11.01, 0, 338, 0, 
1979, eco71, 39, 151.02, 11.96, 0, 365, 0, 
1980, eco71, 39, 122, 11.92, 0, 365, 0, 
1981, eco71, 39, 181.77, 12.5, 0, 365, 0, 
1982, eco71, 39, 190.93, 11.79, 0, 365, 0, 
1983, eco71, 39, 254.07, 12.95, 0, 365, 0, 
1984, eco71, 39, 150.89, 11.97, 0, 344, 0, 
1985, eco71, 39, 90.27, 11.43, 0, 305, 0, 
1986, eco71, 39, 158.56, 12.64, 0, 365, 0, 
1987, eco71, 39, 135.61, 12.38, 0, 365, 0, 
1988, eco71, 39, 122.33, 11.81, 0, 333, 0, 
1979, eco72, 40, 240.98, 12.75, 0, 305, 0, 
1980, eco72, 40, 194.79, 12.79, 0, 308, 0, 
1981, eco72, 40, 302.77, 13.18, 0, 365, 0, 
1982, eco72, 40, 300.98, 11.74, 82, 299, 0, 
1983, eco72, 40, 404.17, 12.39, 0, 317, 0, 
1984, eco72, 40, 244.44, 12.3, 30, 312, 0, 
1985, eco72, 40, 139.26, 12.39, 83, 291, 0, 
1986, eco72, 40, 270.8, 13.49, 0, 308, 0, 
1987, eco72, 40, 206.23, 13.28, 0, 312, 0, 
1988, eco72, 40, 199.5, 13.09, 76, 316, 0, 
1979, eco73, 41, 163.09, 13.51, 0, 309, 0, 
1980, eco73, 41, 139.2, 13.56, 0, 315, 0, 
1981, eco73, 41, 189.7, 13.94, 0, 283, 0, 
1982, eco73, 41, 197.55, 12.54, 75, 302, 0, 
1983, eco73, 41, 280.1, 13.16, 0, 351, 0, 
1984, eco73, 41, 161, 13.08, 28, 319, 0, 
1985, eco73, 41, 88.46, 13.31, 81, 291, 0, 
1986, eco73, 41, 175.5, 14.4, 0, 315, 0, 
1987, eco73, 41, 145.83, 14.18, 0, 328, 0, 
1988, eco73, 41, 133.55, 14.02, 75, 321, 0, 
1979, eco74, 42, 178.68, 12.67, 63, 296, 0, 
1980, eco74, 42, 166.87, 12.7, 92, 297, 0, 
1981, eco74, 42, 211.57, 13.18, 81, 281, 0, 
1982, eco74, 42, 221.4, 11.64, 113, 291, 0, 
1983, eco74, 42, 326.15, 12.2, 108, 307, 0, 
1984, eco74, 42, 178.85, 12.26, 65, 289, 0, 
1985, eco74, 42, 94.78, 12.4, 95, 284, 0, 
1986, eco74, 42, 198.65, 13.43, 32, 299, 0, 
1987, eco74, 42, 177.16, 13.27, 85, 302, 0, 
1988, eco74, 42, 151.64, 13.16, 91, 307, 0, 
1979, eco75, 43, 158.89, 12.13, 67, 294, 0, 
1980, eco75, 43, 136.16, 12.19, 91, 294, 0, 
1981, eco75, 43, 182.47, 12.67, 80, 281, 0, 
1982, eco75, 43, 190.62, 11.06, 113, 291, 0, 
1983, eco75, 43, 279.19, 11.7, 107, 304, 0, 
1984, eco75, 43, 157.47, 11.77, 66, 288, 0, 
1985, eco75, 43, 81.3, 11.83, 94, 283, 0, 
1986, eco75, 43, 168.36, 12.81, 34, 296, 0, 
1987, eco75, 43, 145.55, 12.65, 84, 300, 0, 
1988, eco75, 43, 126.64, 12.6, 91, 304, 0, 
1979, eco76, 44, 144.35, 10.82, 116, 291, 0, 
1980, eco76, 44, 122.09, 10.87, 119, 291, 0, 
1981, eco76, 44, 166.09, 11.32, 112, 277, 0, 
1982, eco76, 44, 175.2, 9.54, 129, 291, 0, 
1983, eco76, 44, 249.12, 10.34, 122, 291, 0, 
1984, eco76, 44, 137.29, 10.51, 121, 280, 0, 
1985, eco76, 44, 76.13, 10.51, 121, 276, 0, 
1986, eco76, 44, 152.35, 11.48, 120, 291, 0, 
1987, eco76, 44, 128.12, 11.25, 114, 291, 0, 
1988, eco76, 44, 112.59, 11.31, 120, 291, 0, 
1979, eco77, 45, 142.1, 9.55, 126, 291, 0, 
1980, eco77, 45, 125.01, 9.54, 132, 285, 0, 
1981, eco77, 45, 164.15, 10.05, 121, 266, 0, 
1982, eco77, 45, 175.08, 8.47, 134, 274, 0, 
1983, eco77, 45, 256.15, 9.11, 128, 286, 0, 
